id_client;sexe;tranche_age;enfant_conduite_accompagne;nombre_enfants;tranche_revenus;tranche_valeur_RP;formation;usage_vehicule;type_vehicule;vehicule_est_rouge;tranche nbr_pts-perdus;tranche_age_vehicule;type_conduite;date_demande_mois_année;etat_dossier;formule;tarif_devis
806;M;0-18;FAUX;3;N/C;0-50000;High School;Commercial;SUV;FAUX;0-3 pts;10-15 ans;Highly Urban/ Urban;févr-22;complet;dev_premium;B
807;F;54-72;FAUX;0;N/C;350000-400000;PhD;Private;SUV;FAUX;0-3 pts;15-20 ans;Highly Urban/ Urban;janv-22;complet;dev_integral;A
808;M;54-72;FAUX;0;25000-50000;50000-100000;High School;Commercial;Panel Truck;VRAI;6-9 pts;10-15 ans;Highly Urban/ Urban;mai-22;complet;dev_express;A
809;M;72-90;FAUX;2;175000-200000;450000-500000;PhD;Private;SUV;FAUX;0-3 pts;15-20 ans;Highly Urban/ Urban;avr-22;complet;dev_express;A
810;M;54-72;FAUX;2;0-25000;N/C;Bachelors;Commercial;SUV;FAUX;0-3 pts;5-10 ans;Highly Rural/ Rural;janv-22;complet;dev_integral;A
811;M;36-54;FAUX;0;50000-75000;N/C;Bachelors;Commercial;Panel Truck;VRAI;0-3 pts;0-5 ans;Highly Urban/ Urban;mai-22;complet;dev_integral;A
812;F;36-54;FAUX;0;50000-75000;200000-250000;Masters;Commercial;Panel Truck;VRAI;0-3 pts;15-20 ans;Highly Urban/ Urban;mars-22;complet;dev_express;A
813;F;72-90;FAUX;2;25000-50000;0-50000;Bachelors;Private;Minivan;FAUX;0-3 pts;0-5 ans;Highly Urban/ Urban;mars-22;complet;dev_integral;A
814;M;54-72;FAUX;3;0-25000;0-50000;Bachelors;Private;Pickup;VRAI;0-3 pts;5-10 ans;Highly Urban/ Urban;mars-22;complet;dev_integral;A
815;M;72-90;FAUX;2;50000-75000;200000-250000;Bachelors;Private;SUV;FAUX;3-6 pts;5-10 ans;Highly Rural/ Rural;janv-22;complet;dev_express;A
816;F;54-72;FAUX;0;50000-75000;150000-200000;Masters;Private;Minivan;VRAI;0-3 pts;20-25 ans;Highly Urban/ Urban;avr-22;complet;dev_integral;A
817;M;18-36;FAUX;0;75000-100000;250000-300000;PhD;Commercial;Pickup;FAUX;0-3 pts;20-25 ans;Highly Urban/ Urban;mars-22;complet;dev_premium;B
818;M;0-18;VRAI;3;75000-100000;250000-300000;Masters;Commercial;Van;VRAI;0-3 pts;10-15 ans;Highly Urban/ Urban;avr-22;complet;dev_premium;B
819;F;54-72;VRAI;3;25000-50000;0-50000;<High School;Private;Pickup;FAUX;3-6 pts;0-5 ans;Highly Urban/ Urban;févr-22;complet;dev_integral;A
820;M;72-90;FAUX;3;0-25000;100000-150000;High School;Commercial;Minivan;VRAI;6-9 pts;10-15 ans;Highly Urban/ Urban;avr-22;complet;dev_integral;A
821;F;54-72;FAUX;0;75000-100000;0-50000;Masters;Private;Van;FAUX;3-6 pts;10-15 ans;Highly Urban/ Urban;mars-22;complet;dev_express;A
822;F;72-90;FAUX;2;25000-50000;100000-150000;<High School;Private;SUV;FAUX;3-6 pts;0-5 ans;Highly Urban/ Urban;janv-22;complet;dev_express;A
823;F;18-36;FAUX;4;0-25000;0-50000;Bachelors;Commercial;SUV;FAUX;0-3 pts;5-10 ans;Highly Urban/ Urban;janv-22;complet;dev_express;A
824;M;54-72;FAUX;2;125000-150000;350000-400000;Masters;Private;Minivan;FAUX;6-9 pts;15-20 ans;Highly Urban/ Urban;janv-22;complet;dev_integral;A
825;M;72-90;FAUX;4;0-25000;0-50000;High School;Commercial;SUV;FAUX;9-12 pts;0-5 ans;Highly Urban/ Urban;avr-22;complet;dev_integral;A
826;M;54-72;FAUX;0;100000-125000;300000-350000;Masters;Private;SUV;FAUX;0-3 pts;15-20 ans;Highly Urban/ Urban;mars-22;complet;dev_express;A
827;F;54-72;FAUX;0;175000-200000;450000-500000;PhD;Commercial;Van;FAUX;3-6 pts;5-10 ans;Highly Urban/ Urban;janv-22;complet;dev_premium;A
828;F;0-18;FAUX;0;N/C;250000-300000;Masters;Private;Minivan;FAUX;3-6 pts;15-20 ans;Highly Urban/ Urban;févr-22;complet;dev_express;A
829;F;54-72;FAUX;0;75000-100000;350000-400000;Masters;Private;Minivan;FAUX;0-3 pts;0-5 ans;Highly Urban/ Urban;mars-22;complet;dev_integral;A
830;M;54-72;FAUX;0;25000-50000;200000-250000;Masters;Commercial;Van;VRAI;0-3 pts;10-15 ans;Highly Urban/ Urban;avr-22;complet;dev_express;A
831;F;18-36;FAUX;0;25000-50000;0-50000;High School;Private;Minivan;VRAI;0-3 pts;0-5 ans;Highly Urban/ Urban;févr-22;complet;dev_integral;A
832;M;72-90;VRAI;3;50000-75000;0-50000;Bachelors;Private;SUV;FAUX;0-3 pts;5-10 ans;Highly Urban/ Urban;avr-22;complet;dev_integral;A
833;F;36-54;FAUX;0;25000-50000;0-50000;High School;Commercial;Pickup;FAUX;3-6 pts;N/C;Highly Rural/ Rural;mai-22;complet;dev_express;A
834;F;0-18;FAUX;0;0-25000;0-50000;<High School;Private;SUV;FAUX;0-3 pts;0-5 ans;Highly Rural/ Rural;janv-22;complet;dev_integral;A
835;M;36-54;FAUX;0;N/C;N/C;PhD;Private;SUV;FAUX;3-6 pts;5-10 ans;Highly Urban/ Urban;mai-22;complet;dev_express;A
836;M;0-18;FAUX;0;0-25000;50000-100000;<High School;Private;SUV;FAUX;3-6 pts;0-5 ans;Highly Urban/ Urban;mai-22;complet;dev_premium;B
837;F;54-72;FAUX;0;75000-100000;0-50000;PhD;Commercial;Van;VRAI;3-6 pts;15-20 ans;Highly Urban/ Urban;avr-22;complet;dev_express;A
838;M;54-72;FAUX;0;75000-100000;250000-300000;Masters;Private;SUV;FAUX;6-9 pts;15-20 ans;Highly Urban/ Urban;janv-22;complet;dev_integral;A
839;M;0-18;FAUX;0;150000-175000;400000-450000;PhD;Private;Pickup;FAUX;0-3 pts;5-10 ans;Highly Urban/ Urban;févr-22;complet;dev_premium;B
840;F;54-72;FAUX;0;50000-75000;250000-300000;High School;Commercial;Van;VRAI;3-6 pts;0-5 ans;Highly Urban/ Urban;mai-22;complet;dev_premium;B
841;F;36-54;VRAI;1;0-25000;0-50000;High School;Private;SUV;FAUX;0-3 pts;0-5 ans;Highly Urban/ Urban;mars-22;complet;dev_vip;C
842;F;0-18;FAUX;0;75000-100000;N/C;Masters;Commercial;Panel Truck;VRAI;0-3 pts;10-15 ans;Highly Urban/ Urban;avr-22;complet;dev_express;A
843;M;18-36;FAUX;0;0-25000;50000-100000;High School;Private;Minivan;FAUX;3-6 pts;0-5 ans;Highly Rural/ Rural;mai-22;complet;dev_integral;A
844;F;72-90;FAUX;2;0-25000;100000-150000;<High School;Commercial;Panel Truck;VRAI;3-6 pts;5-10 ans;Highly Urban/ Urban;mai-22;complet;dev_integral;A
845;F;18-36;VRAI;1;100000-125000;0-50000;High School;Commercial;Pickup;FAUX;0-3 pts;5-10 ans;Highly Rural/ Rural;mars-22;complet;dev_integral;A
846;F;36-54;FAUX;0;150000-175000;0-50000;PhD;Commercial;Panel Truck;VRAI;0-3 pts;10-15 ans;Highly Urban/ Urban;mai-22;complet;dev_integral;A
847;M;54-72;FAUX;0;25000-50000;100000-150000;High School;Private;Van;FAUX;0-3 pts;5-10 ans;Highly Urban/ Urban;mai-22;complet;dev_express;A
848;F;72-90;FAUX;1;125000-150000;0-50000;PhD;Private;SUV;FAUX;0-3 pts;10-15 ans;Highly Urban/ Urban;mai-22;complet;dev_premium;B
849;M;54-72;FAUX;0;25000-50000;150000-200000;High School;Commercial;Pickup;FAUX;0-3 pts;10-15 ans;Highly Urban/ Urban;avr-22;complet;dev_premium;B
850;F;18-36;FAUX;0;25000-50000;150000-200000;Bachelors;Private;SUV;FAUX;6-9 pts;10-15 ans;Highly Urban/ Urban;mars-22;complet;dev_premium;B
851;F;36-54;FAUX;0;200000-225000;500000-550000;PhD;Private;Minivan;FAUX;0-3 pts;15-20 ans;Highly Urban/ Urban;avr-22;complet;dev_integral;A
852;F;54-72;FAUX;0;125000-150000;350000-400000;Masters;Commercial;Pickup;FAUX;0-3 pts;5-10 ans;Highly Urban/ Urban;janv-22;complet;dev_premium;B
853;F;0-18;FAUX;0;N/C;N/C;High School;Commercial;SUV;FAUX;3-6 pts;5-10 ans;Highly Urban/ Urban;mars-22;complet;dev_vip;B
854;M;90-108;FAUX;0;50000-75000;150000-200000;High School;Private;Sports Car;FAUX;3-6 pts;10-15 ans;Highly Urban/ Urban;janv-22;complet;dev_express;A
855;F;72-90;FAUX;3;0-25000;50000-100000;Bachelors;Private;Sports Car;FAUX;0-3 pts;5-10 ans;Highly Urban/ Urban;avr-22;complet;dev_integral;A
856;F;72-90;FAUX;0;25000-50000;100000-150000;Bachelors;Private;SUV;FAUX;3-6 pts;N/C;Highly Urban/ Urban;févr-22;complet;dev_premium;B
857;M;72-90;FAUX;1;50000-75000;0-50000;High School;Commercial;Panel Truck;VRAI;0-3 pts;5-10 ans;Highly Urban/ Urban;avr-22;complet;dev_integral;A
858;M;36-54;VRAI;2;100000-125000;200000-250000;High School;Private;SUV;FAUX;3-6 pts;5-10 ans;Highly Rural/ Rural;janv-22;complet;dev_premium;A
859;F;36-54;FAUX;0;175000-200000;0-50000;PhD;Commercial;Panel Truck;FAUX;3-6 pts;10-15 ans;Highly Urban/ Urban;janv-22;complet;dev_express;A
860;M;54-72;FAUX;0;125000-150000;350000-400000;Bachelors;Commercial;Van;FAUX;3-6 pts;10-15 ans;Highly Urban/ Urban;févr-22;complet;dev_integral;A
861;F;54-72;FAUX;0;50000-75000;0-50000;<High School;Private;SUV;FAUX;0-3 pts;0-5 ans;Highly Urban/ Urban;avr-22;complet;dev_integral;A
862;F;54-72;FAUX;0;25000-50000;0-50000;PhD;Private;Minivan;FAUX;3-6 pts;15-20 ans;Highly Rural/ Rural;févr-22;complet;dev_integral;A
863;M;0-18;VRAI;3;0-25000;0-50000;<High School;Private;SUV;FAUX;0-3 pts;5-10 ans;Highly Urban/ Urban;mai-22;complet;dev_express;A
864;M;36-54;FAUX;0;0-25000;0-50000;High School;Private;Pickup;FAUX;0-3 pts;0-5 ans;Highly Urban/ Urban;févr-22;complet;dev_express;A
865;F;0-18;FAUX;0;175000-200000;0-50000;Masters;Private;Minivan;VRAI;0-3 pts;15-20 ans;Highly Urban/ Urban;févr-22;complet;dev_premium;B
866;M;72-90;FAUX;4;50000-75000;200000-250000;Bachelors;Private;Pickup;VRAI;3-6 pts;5-10 ans;Highly Urban/ Urban;janv-22;complet;dev_integral;A
867;M;36-54;FAUX;0;50000-75000;N/C;Bachelors;Private;SUV;FAUX;0-3 pts;5-10 ans;Highly Urban/ Urban;mai-22;complet;dev_express;A
868;F;54-72;FAUX;0;75000-100000;200000-250000;Masters;Private;SUV;FAUX;3-6 pts;N/C;Highly Urban/ Urban;janv-22;complet;dev_premium;B
869;M;36-54;FAUX;0;50000-75000;200000-250000;Bachelors;Commercial;Van;FAUX;0-3 pts;5-10 ans;Highly Urban/ Urban;janv-22;complet;dev_integral;A
870;M;72-90;FAUX;0;0-25000;0-50000;High School;Commercial;Pickup;FAUX;3-6 pts;5-10 ans;Highly Urban/ Urban;mars-22;complet;dev_integral;A
871;F;90-108;FAUX;2;25000-50000;0-50000;Masters;Private;Minivan;FAUX;0-3 pts;10-15 ans;Highly Urban/ Urban;mars-22;complet;dev_integral;A
872;M;54-72;FAUX;0;0-25000;N/C;High School;Commercial;SUV;FAUX;0-3 pts;5-10 ans;Highly Urban/ Urban;mars-22;complet;dev_integral;A
873;M;54-72;FAUX;0;75000-100000;250000-300000;Bachelors;Commercial;SUV;VRAI;0-3 pts;10-15 ans;Highly Urban/ Urban;mai-22;complet;dev_integral;A
874;F;0-18;FAUX;0;50000-75000;0-50000;Bachelors;Commercial;SUV;FAUX;0-3 pts;10-15 ans;Highly Urban/ Urban;févr-22;complet;dev_express;A
875;M;72-90;FAUX;0;25000-50000;150000-200000;Bachelors;Commercial;Pickup;VRAI;6-9 pts;5-10 ans;Highly Urban/ Urban;avr-22;complet;dev_premium;B
876;F;36-54;FAUX;0;75000-100000;0-50000;Bachelors;Private;Minivan;FAUX;0-3 pts;5-10 ans;Highly Urban/ Urban;janv-22;complet;dev_integral;A
877;M;54-72;FAUX;0;125000-150000;300000-350000;PhD;Private;Minivan;FAUX;6-9 pts;20-25 ans;Highly Urban/ Urban;mars-22;complet;dev_integral;A
878;M;36-54;FAUX;0;0-25000;0-50000;<High School;Private;Van;VRAI;3-6 pts;0-5 ans;Highly Urban/ Urban;janv-22;complet;dev_integral;A
879;F;72-90;FAUX;2;50000-75000;200000-250000;High School;Private;Sports Car;FAUX;0-3 pts;N/C;Highly Urban/ Urban;mai-22;complet;dev_integral;A
880;M;72-90;FAUX;0;50000-75000;150000-200000;High School;Commercial;Pickup;VRAI;0-3 pts;0-5 ans;Highly Urban/ Urban;mars-22;complet;dev_express;A
881;M;36-54;VRAI;2;25000-50000;150000-200000;<High School;Private;Sports Car;FAUX;0-3 pts;0-5 ans;Highly Rural/ Rural;avr-22;complet;dev_express;A
882;M;36-54;FAUX;0;75000-100000;0-50000;Bachelors;Private;Pickup;VRAI;0-3 pts;5-10 ans;Highly Urban/ Urban;mai-22;complet;dev_integral;A
883;M;54-72;FAUX;0;25000-50000;150000-200000;High School;Commercial;Minivan;FAUX;0-3 pts;10-15 ans;Highly Urban/ Urban;janv-22;complet;dev_express;A
884;F;36-54;FAUX;0;75000-100000;300000-350000;Masters;Private;Minivan;VRAI;0-3 pts;5-10 ans;Highly Urban/ Urban;mars-22;complet;dev_express;A
885;F;36-54;FAUX;0;125000-150000;350000-400000;Masters;Private;Minivan;FAUX;0-3 pts;10-15 ans;Highly Rural/ Rural;janv-22;complet;dev_express;A
886;F;54-72;FAUX;0;50000-75000;150000-200000;High School;Commercial;SUV;FAUX;0-3 pts;0-5 ans;Highly Urban/ Urban;avr-22;complet;dev_express;A
887;F;72-90;FAUX;0;N/C;200000-250000;Masters;Commercial;Pickup;FAUX;0-3 pts;15-20 ans;Highly Urban/ Urban;avr-22;complet;dev_express;A
888;M;54-72;FAUX;0;0-25000;0-50000;High School;Commercial;Pickup;FAUX;3-6 pts;5-10 ans;Highly Urban/ Urban;févr-22;complet;dev_premium;B
889;F;72-90;FAUX;0;0-25000;0-50000;<High School;Private;Minivan;VRAI;0-3 pts;0-5 ans;Highly Rural/ Rural;févr-22;complet;dev_integral;A
890;M;54-72;FAUX;3;0-25000;0-50000;High School;Private;Pickup;FAUX;0-3 pts;5-10 ans;Highly Rural/ Rural;févr-22;complet;dev_express;A
891;M;72-90;FAUX;0;75000-100000;250000-300000;Bachelors;Private;Pickup;FAUX;0-3 pts;5-10 ans;Highly Urban/ Urban;mars-22;complet;dev_express;A
892;F;36-54;FAUX;0;N/C;0-50000;<High School;Private;SUV;FAUX;0-3 pts;5-10 ans;Highly Rural/ Rural;janv-22;complet;dev_express;A
893;M;54-72;FAUX;0;50000-75000;200000-250000;Masters;Private;Minivan;FAUX;0-3 pts;10-15 ans;Highly Urban/ Urban;mai-22;complet;dev_express;A
894;M;18-36;FAUX;0;25000-50000;200000-250000;High School;Commercial;SUV;VRAI;0-3 pts;0-5 ans;Highly Urban/ Urban;mars-22;complet;dev_express;A
895;F;72-90;FAUX;0;25000-50000;150000-200000;Masters;Commercial;Panel Truck;FAUX;0-3 pts;15-20 ans;Highly Urban/ Urban;janv-22;complet;dev_express;A
896;F;54-72;FAUX;0;100000-125000;300000-350000;Masters;Private;Minivan;FAUX;0-3 pts;20-25 ans;Highly Urban/ Urban;avr-22;complet;dev_express;A
897;F;0-18;FAUX;1;75000-100000;0-50000;Masters;Commercial;Panel Truck;FAUX;0-3 pts;10-15 ans;Highly Urban/ Urban;févr-22;complet;dev_premium;B
898;M;72-90;FAUX;4;25000-50000;0-50000;High School;Private;Sports Car;FAUX;3-6 pts;5-10 ans;Highly Rural/ Rural;janv-22;complet;dev_integral;A
899;F;54-72;FAUX;0;100000-125000;400000-450000;Masters;Private;Minivan;VRAI;0-3 pts;15-20 ans;Highly Urban/ Urban;mars-22;complet;dev_integral;A
900;M;72-90;FAUX;4;0-25000;100000-150000;Bachelors;Private;Sports Car;FAUX;0-3 pts;10-15 ans;Highly Urban/ Urban;mai-22;complet;dev_premium;B
901;M;36-54;FAUX;0;N/C;200000-250000;High School;Commercial;Sports Car;FAUX;3-6 pts;0-5 ans;Highly Urban/ Urban;janv-22;complet;dev_integral;A
902;F;36-54;FAUX;1;0-25000;50000-100000;Bachelors;Private;Sports Car;VRAI;9-12 pts;0-5 ans;Highly Urban/ Urban;avr-22;complet;dev_express;A
903;F;18-36;FAUX;0;75000-100000;300000-350000;Bachelors;Private;SUV;FAUX;0-3 pts;0-5 ans;Highly Rural/ Rural;mai-22;complet;dev_express;A
904;F;0-18;VRAI;2;25000-50000;150000-200000;High School;Commercial;Minivan;VRAI;0-3 pts;10-15 ans;Highly Urban/ Urban;avr-22;complet;dev_integral;A
905;M;18-36;FAUX;0;75000-100000;250000-300000;High School;Private;SUV;FAUX;3-6 pts;0-5 ans;Highly Urban/ Urban;févr-22;complet;dev_express;A
906;F;36-54;FAUX;0;25000-50000;100000-150000;<High School;Private;Minivan;FAUX;0-3 pts;0-5 ans;Highly Rural/ Rural;janv-22;complet;dev_vip;B
907;M;36-54;FAUX;0;75000-100000;250000-300000;Bachelors;Private;Minivan;VRAI;0-3 pts;10-15 ans;Highly Urban/ Urban;mars-22;complet;dev_express;A
908;F;36-54;FAUX;2;0-25000;0-50000;High School;Private;Pickup;FAUX;0-3 pts;5-10 ans;Highly Urban/ Urban;févr-22;complet;dev_integral;A
909;M;18-36;VRAI;4;0-25000;0-50000;High School;Commercial;SUV;FAUX;0-3 pts;5-10 ans;Highly Rural/ Rural;févr-22;complet;dev_express;A
910;F;18-36;FAUX;0;100000-125000;250000-300000;Masters;Commercial;Van;VRAI;0-3 pts;N/C;Highly Urban/ Urban;janv-22;complet;dev_integral;A
911;F;18-36;VRAI;1;50000-75000;200000-250000;Masters;Private;Pickup;VRAI;0-3 pts;10-15 ans;Highly Urban/ Urban;mai-22;complet;dev_express;A
912;M;72-90;FAUX;2;25000-50000;150000-200000;<High School;Commercial;Pickup;FAUX;0-3 pts;0-5 ans;Highly Urban/ Urban;févr-22;complet;dev_express;A
913;F;0-18;FAUX;1;50000-75000;200000-250000;Bachelors;Commercial;Pickup;VRAI;0-3 pts;0-5 ans;Highly Urban/ Urban;avr-22;complet;dev_premium;B
914;F;36-54;FAUX;0;50000-75000;0-50000;High School;Commercial;SUV;FAUX;0-3 pts;5-10 ans;Highly Rural/ Rural;mars-22;complet;dev_integral;A
915;F;18-36;FAUX;0;75000-100000;250000-300000;Masters;Private;Sports Car;FAUX;0-3 pts;15-20 ans;Highly Urban/ Urban;mai-22;complet;dev_express;A
916;M;54-72;FAUX;2;0-25000;50000-100000;High School;Commercial;SUV;FAUX;3-6 pts;5-10 ans;Highly Urban/ Urban;janv-22;complet;dev_express;A
917;F;72-90;FAUX;0;0-25000;0-50000;High School;Commercial;Pickup;VRAI;0-3 pts;0-5 ans;Highly Rural/ Rural;févr-22;complet;dev_integral;A
918;F;36-54;FAUX;0;100000-125000;300000-350000;Bachelors;Commercial;Sports Car;FAUX;0-3 pts;5-10 ans;Highly Urban/ Urban;févr-22;complet;dev_integral;A
919;M;36-54;FAUX;2;50000-75000;0-50000;Bachelors;Private;Minivan;FAUX;0-3 pts;5-10 ans;Highly Urban/ Urban;janv-22;complet;dev_integral;A
920;F;72-90;VRAI;1;50000-75000;200000-250000;Bachelors;Private;Sports Car;FAUX;3-6 pts;10-15 ans;Highly Urban/ Urban;mai-22;complet;dev_integral;A
921;M;54-72;FAUX;0;50000-75000;0-50000;High School;Commercial;SUV;FAUX;0-3 pts;10-15 ans;Highly Urban/ Urban;mai-22;complet;dev_express;A
922;M;72-90;VRAI;2;50000-75000;200000-250000;Bachelors;Private;SUV;FAUX;0-3 pts;5-10 ans;Highly Urban/ Urban;févr-22;complet;dev_integral;A
923;F;54-72;VRAI;2;0-25000;0-50000;<High School;Private;Minivan;VRAI;0-3 pts;N/C;Highly Urban/ Urban;mai-22;complet;dev_express;A
924;F;72-90;FAUX;1;175000-200000;0-50000;PhD;Commercial;Panel Truck;VRAI;0-3 pts;5-10 ans;Highly Urban/ Urban;févr-22;complet;dev_premium;A
925;F;18-36;VRAI;1;25000-50000;150000-200000;<High School;Private;Minivan;VRAI;0-3 pts;5-10 ans;Highly Urban/ Urban;févr-22;complet;dev_express;A
926;M;0-18;FAUX;1;50000-75000;250000-300000;High School;Private;SUV;FAUX;0-3 pts;0-5 ans;Highly Urban/ Urban;mars-22;complet;dev_premium;B
927;F;36-54;FAUX;0;0-25000;N/C;High School;Commercial;SUV;FAUX;0-3 pts;5-10 ans;Highly Rural/ Rural;mai-22;complet;dev_express;A
928;F;54-72;FAUX;1;0-25000;0-50000;<High School;Private;Sports Car;FAUX;6-9 pts;0-5 ans;Highly Urban/ Urban;mars-22;complet;dev_integral;A
929;M;0-18;FAUX;1;0-25000;150000-200000;High School;Commercial;SUV;FAUX;3-6 pts;10-15 ans;Highly Urban/ Urban;avr-22;complet;dev_integral;A
930;M;72-90;FAUX;0;75000-100000;N/C;Bachelors;Commercial;Minivan;VRAI;9-12 pts;5-10 ans;Highly Urban/ Urban;avr-22;complet;dev_express;A
931;M;36-54;FAUX;0;25000-50000;200000-250000;Masters;Commercial;Van;FAUX;0-3 pts;10-15 ans;Highly Urban/ Urban;avr-22;complet;dev_premium;A
932;M;36-54;FAUX;0;0-25000;150000-200000;High School;Commercial;Panel Truck;FAUX;0-3 pts;0-5 ans;Highly Rural/ Rural;avr-22;complet;dev_express;A
933;M;0-18;FAUX;0;50000-75000;200000-250000;Bachelors;Commercial;Pickup;VRAI;0-3 pts;10-15 ans;Highly Rural/ Rural;mars-22;complet;dev_integral;A
934;F;36-54;FAUX;0;75000-100000;250000-300000;Bachelors;Commercial;Panel Truck;VRAI;0-3 pts;5-10 ans;Highly Urban/ Urban;févr-22;complet;dev_integral;A
935;F;72-90;FAUX;0;175000-200000;0-50000;PhD;Private;Minivan;FAUX;0-3 pts;N/C;Highly Urban/ Urban;mars-22;complet;dev_integral;A
936;M;54-72;VRAI;2;75000-100000;0-50000;Bachelors;Commercial;Minivan;FAUX;3-6 pts;0-5 ans;Highly Urban/ Urban;févr-22;complet;dev_express;A
937;M;72-90;FAUX;0;50000-75000;200000-250000;Bachelors;Commercial;Minivan;FAUX;3-6 pts;10-15 ans;Highly Urban/ Urban;févr-22;complet;dev_premium;A
938;F;72-90;FAUX;0;50000-75000;150000-200000;Masters;Private;Minivan;FAUX;0-3 pts;N/C;Highly Urban/ Urban;janv-22;complet;dev_integral;A
939;M;18-36;FAUX;2;0-25000;100000-150000;<High School;Private;Minivan;VRAI;0-3 pts;N/C;Highly Urban/ Urban;mai-22;complet;dev_integral;A
940;M;54-72;FAUX;0;25000-50000;150000-200000;High School;Private;Van;VRAI;0-3 pts;10-15 ans;Highly Urban/ Urban;janv-22;complet;dev_premium;B
941;M;36-54;FAUX;0;100000-125000;300000-350000;High School;Commercial;SUV;FAUX;0-3 pts;0-5 ans;Highly Urban/ Urban;mai-22;complet;dev_integral;A
942;F;0-18;VRAI;3;100000-125000;300000-350000;Bachelors;Commercial;Panel Truck;VRAI;3-6 pts;0-5 ans;Highly Urban/ Urban;févr-22;complet;dev_premium;B
943;M;54-72;FAUX;1;25000-50000;200000-250000;Bachelors;Private;SUV;FAUX;0-3 pts;5-10 ans;Highly Urban/ Urban;janv-22;complet;dev_express;A
944;F;54-72;FAUX;0;150000-175000;0-50000;Masters;Commercial;Pickup;FAUX;0-3 pts;N/C;Highly Urban/ Urban;mars-22;complet;dev_express;A
945;F;72-90;FAUX;0;50000-75000;0-50000;Bachelors;Private;Sports Car;FAUX;3-6 pts;5-10 ans;Highly Urban/ Urban;avr-22;complet;dev_express;A
946;F;0-18;FAUX;0;50000-75000;0-50000;Masters;Private;SUV;FAUX;6-9 pts;15-20 ans;Highly Urban/ Urban;janv-22;complet;dev_integral;A
947;F;0-18;FAUX;1;N/C;50000-100000;<High School;Private;Minivan;VRAI;0-3 pts;5-10 ans;Highly Urban/ Urban;mars-22;complet;dev_express;A
948;M;18-36;FAUX;0;50000-75000;150000-200000;Bachelors;Private;Minivan;FAUX;0-3 pts;10-15 ans;Highly Urban/ Urban;avr-22;complet;dev_premium;B
949;F;54-72;FAUX;0;125000-150000;350000-400000;Masters;Commercial;Panel Truck;FAUX;3-6 pts;10-15 ans;Highly Urban/ Urban;janv-22;complet;dev_integral;A
950;M;36-54;FAUX;0;100000-125000;300000-350000;Masters;Private;Minivan;VRAI;0-3 pts;15-20 ans;Highly Urban/ Urban;janv-22;complet;dev_integral;A
951;M;54-72;VRAI;3;100000-125000;300000-350000;Bachelors;Private;SUV;FAUX;0-3 pts;10-15 ans;Highly Urban/ Urban;mai-22;complet;dev_premium;B
952;F;72-90;VRAI;1;25000-50000;150000-200000;Masters;Private;SUV;FAUX;0-3 pts;15-20 ans;Highly Urban/ Urban;mars-22;complet;dev_express;A
953;M;18-36;FAUX;0;0-25000;50000-100000;<High School;Private;Sports Car;FAUX;0-3 pts;5-10 ans;Highly Rural/ Rural;mai-22;complet;dev_integral;A
954;M;72-90;FAUX;0;300000-325000;0-50000;PhD;Private;Minivan;FAUX;0-3 pts;15-20 ans;Highly Urban/ Urban;févr-22;complet;dev_integral;A
955;M;0-18;FAUX;1;0-25000;0-50000;High School;Private;SUV;FAUX;0-3 pts;5-10 ans;Highly Urban/ Urban;janv-22;complet;dev_express;A
956;M;36-54;VRAI;2;0-25000;100000-150000;Bachelors;Private;SUV;FAUX;3-6 pts;10-15 ans;Highly Rural/ Rural;avr-22;complet;dev_vip;B
957;F;54-72;FAUX;0;N/C;0-50000;Bachelors;Private;SUV;FAUX;0-3 pts;10-15 ans;Highly Urban/ Urban;avr-22;complet;dev_integral;A
958;M;54-72;VRAI;1;25000-50000;100000-150000;<High School;Commercial;Pickup;VRAI;0-3 pts;5-10 ans;Highly Urban/ Urban;févr-22;complet;dev_premium;A
959;F;36-54;FAUX;0;50000-75000;200000-250000;PhD;Commercial;Panel Truck;VRAI;0-3 pts;15-20 ans;Highly Urban/ Urban;avr-22;complet;dev_express;A
960;M;0-18;FAUX;1;0-25000;150000-200000;High School;Private;Sports Car;FAUX;0-3 pts;0-5 ans;Highly Rural/ Rural;avr-22;complet;dev_premium;B
961;M;54-72;FAUX;0;0-25000;100000-150000;Bachelors;Commercial;Minivan;VRAI;0-3 pts;5-10 ans;Highly Urban/ Urban;févr-22;complet;dev_premium;B
962;F;54-72;FAUX;0;25000-50000;N/C;High School;Commercial;Pickup;VRAI;6-9 pts;0-5 ans;Highly Urban/ Urban;févr-22;complet;dev_premium;A
963;M;54-72;FAUX;0;100000-125000;0-50000;PhD;Private;SUV;FAUX;0-3 pts;15-20 ans;Highly Urban/ Urban;mai-22;complet;dev_premium;A
964;F;54-72;VRAI;2;175000-200000;400000-450000;Masters;Private;Minivan;FAUX;0-3 pts;20-25 ans;Highly Urban/ Urban;mars-22;complet;dev_integral;A
965;F;54-72;FAUX;0;50000-75000;200000-250000;<High School;Private;Minivan;FAUX;3-6 pts;N/C;Highly Urban/ Urban;janv-22;complet;dev_express;A
966;F;0-18;FAUX;0;175000-200000;450000-500000;PhD;Commercial;Panel Truck;FAUX;0-3 pts;10-15 ans;Highly Urban/ Urban;mai-22;complet;dev_express;A
967;M;54-72;FAUX;0;175000-200000;450000-500000;PhD;Private;SUV;FAUX;0-3 pts;15-20 ans;Highly Urban/ Urban;mars-22;complet;dev_express;A
